# log version 1.6
# created with node.js sf server
# non-hashed line notation:
# game_clock system_clock game_time ship_alive? ship_x ship_y ship_vel_x ship_vel_y ship_orientation mine_alive? mine_x mine_y fortress_alive? fortress_orientation [missile_x missile_y missile_orientation ...] [shell_x shell_y shell_orientation ...] bonus_symbol pnts cntrl vlcty vlner iff intervl speed shots thrust_key left_key right_key fire_key iff_key shots_key pnts_key game_active
# hexagonSizes: 200 40
0 0.000000 0 y 235.000 315.000 0.250 0.433 0.0 n - - y 180.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
16 0.000000 16 y 235.001 314.500 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
33 0.000000 33 y 235.004 314.000 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
50 0.000000 50 y 235.009 313.500 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
66 0.000000 66 y 235.017 313.000 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
83 0.000000 83 y 235.026 312.500 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
100 0.000000 100 y 235.037 312.000 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
116 0.000000 116 y 235.051 311.500 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
133 0.000000 133 y 235.067 311.001 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
150 0.000000 150 y 235.084 310.501 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
166 0.000000 166 y 235.104 310.001 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
183 0.000000 183 y 235.126 309.502 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
199 0.000000 199 y 235.150 309.002 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
216 0.000000 216 y 235.176 308.503 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
233 0.000000 233 y 235.204 308.004 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
249 0.000000 249 y 235.234 307.505 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
266 0.000000 266 y 235.267 307.006 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
283 0.000000 283 y 235.301 306.507 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
300 0.000000 300 y 235.337 306.008 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
316 0.000000 316 y 235.376 305.510 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
333 0.000000 333 y 235.416 305.012 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
350 0.000000 350 y 235.459 304.513 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
366 0.000000 366 y 235.504 304.015 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
383 0.000000 383 y 235.551 303.518 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
400 0.000000 400 y 235.600 303.020 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
416 0.000000 416 y 235.650 302.523 0.250 0.433 0.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
433 0.000000 433 y 235.703 302.025 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n y n n n n y
450 0.000000 450 y 235.759 301.528 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n y n n n n y
466 0.000000 466 y 235.816 301.032 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n y n n n n y
483 0.000000 483 y 235.875 300.535 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n y n n n n y
500 0.000000 500 y 235.936 300.039 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n y n n n n y
516 0.000000 516 y 236.000 299.543 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n y n n n n y
533 0.000000 533 y 236.065 299.047 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
550 0.000000 550 y 236.133 298.552 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
566 0.000000 566 y 236.202 298.057 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
583 0.000000 583 y 236.274 297.562 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
600 0.000000 600 y 236.347 297.067 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
616 0.000000 616 y 236.423 296.573 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
633 0.000000 633 y 236.501 296.079 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
649 0.000000 649 y 236.581 295.586 0.250 0.433 345.0 n - - y 170.0 [] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
666 0.000000 666 y 236.663 295.092 0.250 0.433 345.0 n - - y 170.0 [241.411 296.880 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n y n n n y
683 0.000000 683 y 236.747 294.600 0.250 0.433 345.0 n - - y 170.0 [246.240 298.174 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n y n n n y
699 0.000000 699 y 236.833 294.107 0.250 0.433 345.0 n - - y 160.0 [251.070 299.468 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n y n n n y
716 0.000000 716 y 236.921 293.615 0.250 0.433 345.0 n - - y 160.0 [255.899 300.762 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n y n n n y
733 0.000000 733 y 237.011 293.123 0.250 0.433 345.0 n - - y 160.0 [260.729 302.056 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n y n n n y
749 0.000000 749 y 237.103 292.632 0.250 0.433 345.0 n - - y 160.0 [265.559 303.350 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n y n n n y
766 0.000000 766 y 237.197 292.141 0.250 0.433 345.0 n - - y 160.0 [270.388 304.644 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n y n n n y
783 0.000000 783 y 237.294 291.650 0.250 0.433 345.0 n - - y 160.0 [275.218 305.938 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
799 0.000000 799 y 237.392 291.160 0.250 0.433 345.0 n - - y 160.0 [280.048 307.233 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
816 0.000000 816 y 237.492 290.670 0.250 0.433 345.0 n - - y 160.0 [284.877 308.527 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
833 0.000000 833 y 237.595 290.180 0.250 0.433 345.0 n - - y 160.0 [289.707 309.821 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
849 0.000000 849 y 237.699 289.691 0.250 0.433 345.0 n - - y 160.0 [294.536 311.115 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
866 0.000000 866 y 237.806 289.203 0.250 0.433 345.0 n - - y 160.0 [299.366 312.409 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
883 0.000000 883 y 237.914 288.715 0.250 0.433 345.0 n - - y 160.0 [304.196 313.703 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
899 0.000000 899 y 238.025 288.227 0.250 0.433 345.0 n - - y 160.0 [309.025 314.997 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
916 0.000000 916 y 238.137 287.740 0.250 0.433 345.0 n - - y 160.0 [313.855 316.291 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
933 0.000000 933 y 238.252 287.253 0.250 0.433 345.0 n - - y 160.0 [318.685 317.585 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
949 0.000000 949 y 238.368 286.767 0.250 0.433 345.0 n - - y 160.0 [323.514 318.879 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
966 0.000000 966 y 238.487 286.281 0.250 0.433 345.0 n - - y 160.0 [328.344 320.174 345.0 ] [] - 0 0 0 0 - 0 0 inf n n n n n n n y
983 0.000000 983 y 238.608 285.796 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
999 0.000000 999 y 238.731 285.312 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1016 0.000000 1016 y 238.855 284.827 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1033 0.000000 1033 y 238.982 284.344 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1049 0.000000 1049 y 239.111 283.861 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1066 0.000000 1066 y 239.241 283.378 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1083 0.000000 1083 y 239.374 282.896 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1099 0.000000 1099 y 239.509 282.414 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1116 0.000000 1116 y 239.646 281.933 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1133 0.000000 1133 y 239.785 281.453 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1149 0.000000 1149 y 239.925 280.973 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1166 0.000000 1166 y 240.068 280.494 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1183 0.000000 1183 y 240.213 280.016 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
1199 0.000000 1199 y 240.360 279.538 0.250 0.433 345.0 n - - y 160.0 [] [] - 0 0 0 1 - 0 0 inf n n n n n n n y
